****** Levels
 5.66290579E+15      4.    3  'S II 4So 1'  0   0.  0
  1.0485  1.0555  1.0757  1.0769  1.0471  0.9897  0.9219  0.8652  0.8263  0.7105
  0.3360  0.1749 -1.5261
   9  34   1    159      0      0      0   2.422E-19   0.000E+00
 -0.0258 -0.0193 -0.0128 -0.0064  0.0066  0.0130  0.0195  0.0324  0.0389  0.0583
  0.0842  0.0906  0.0971  0.1036  0.1100  0.1165  0.1230  0.1294  0.1359  0.1424
  0.1488  0.1553  0.1812  0.1876  0.2135  0.2200  0.2264  0.2329  0.2393  0.2458
  0.2523  0.2587  0.2652  0.2717  0.2781  0.2846  0.2911  0.2975  0.3040  0.3105
  0.3169  0.3234  0.3299  0.3363  0.3428  0.3493  0.3557  0.3687  0.3816  0.3881
  0.4075  0.4139  0.4204  0.4269  0.4527  0.4657  0.5174  0.5627  1.1874
  0.0866  0.1118  0.1219  0.1118  0.0535  0.0388  0.0512  0.1137  0.1263  0.1191
  0.1460  0.1650  0.2188  0.2968  0.3890  0.4701  0.5177  0.5187  0.4709  0.3848
  0.2884  0.2564  0.2372  0.2573  0.3801  0.4171  0.4698  0.5436  0.6721  0.8822
  1.1412  1.4178  1.6632  1.8530  1.9878  2.0817  2.1454  2.1744  2.1518  2.0621
  1.8972  1.6612  1.3658  1.0406  0.7366  0.5087  0.3638  0.1489 -0.1017 -0.2061
 -0.4434 -0.5270 -0.5974 -0.6485 -0.7869 -0.8372 -0.9750 -1.0869 -2.9626
  10  34   1    156      0      0      0   1.648E-18   0.000E+00
 -0.0256  0.0002  0.0326  0.0390  0.0520  0.0714  0.0972  0.1037  0.1102  0.1166
  0.1296  0.1360  0.1425  0.1489  0.1554  0.1619  0.1813  0.1877  0.2007  0.2136
  0.2201  0.2265  0.2330  0.2395  0.2459  0.2524  0.2589  0.2653  0.2718  0.2783
  0.2847  0.2912  0.2977  0.3106  0.3171  0.3235  0.3300  0.3365  0.3429  0.3494
  0.3559  0.3623  0.3688  0.3753  0.3817  0.3882  0.3947  0.4011  0.4076  0.4141
  0.4399  0.4916  0.5369  0.5822  0.6210  1.1135
  0.9366  0.9158  0.8144  0.7901  0.7155  0.5811  0.5381  0.5590  0.6101  0.7424
  1.1453  1.3003  1.3958  1.4317  1.4121  1.3572  1.1239  1.0593  0.9668  0.9053
  0.8901  0.8954  0.9548  1.0871  1.2628  1.4516  1.6248  1.7709  1.8802  1.9404
  1.9431  1.8876  1.7856  1.5363  1.4555  1.4029  1.4008  1.4117  1.3980  1.3410
  1.2583  1.1927  1.1766  1.2007  1.2156  1.1920  1.1303  1.0502  0.9794  0.9320
  0.7984  0.5237  0.3021  0.1073 -0.0198 -1.4999
  11  34   1    163      0      0      0   8.155E-19   0.000E+00
 -0.0260 -0.0131  0.0063  0.0128  0.0193  0.0386  0.0710  0.0774  0.0839  0.0968
  0.1033  0.1098  0.1162  0.1292  0.1356  0.1421  0.1486  0.1550  0.1615  0.1680
  0.1744  0.1809  0.1874  0.1938  0.2003  0.2068  0.2132  0.2197  0.2262  0.2326
  0.2391  0.2456  0.2520  0.2585  0.2650  0.2714  0.2779  0.2844  0.2908  0.2973
  0.3038  0.3102  0.3167  0.3232  0.3296  0.3361  0.3426  0.3490  0.3555  0.3684
  0.3749  0.3813  0.3878  0.3943  0.4007  0.4137  0.4201  0.4266  0.4654  0.5430
  0.5883  0.6206  1.1212
  0.6637  0.6458  0.5933  0.5921  0.6074  0.7030  0.7835  0.7886  0.7734  0.7149
  0.6953  0.7063  0.7454  0.8637  0.8922  0.8705  0.8046  0.7481  0.8004  0.9697
  1.1749  1.3499  1.4757  1.5553  1.5995  1.6219  1.6322  1.6219  1.5806  1.5047
  1.4084  1.3271  1.3148  1.3819  1.5085  1.6697  1.7917  1.8562  1.8613  1.8122
  1.7196  1.6027  1.4957  1.4386  1.4409  1.4704  1.4864  1.4641  1.3986  1.2191
  1.1707  1.1604  1.1609  1.1476  1.1083  0.9801  0.9230  0.8812  0.7016  0.3274
  0.1351  0.0264 -1.4782
  12  34   1    162      0      0      0   9.950E-19   0.000E+00
 -0.0286 -0.0221 -0.0156 -0.0092 -0.0027  0.0038  0.0102  0.0167  0.0296  0.0361
  0.0426  0.0490  0.0749  0.0814  0.0943  0.1008  0.1072  0.1137  0.1266  0.1331
  0.1396  0.1460  0.1525  0.1590  0.1654  0.1719  0.1784  0.1977  0.2042  0.2236
  0.2301  0.2365  0.2430  0.2495  0.2559  0.2624  0.2689  0.2753  0.2818  0.2883
  0.3012  0.3077  0.3141  0.3206  0.3271  0.3335  0.3465  0.3529  0.3659  0.3853
  0.4047  0.4111  0.4241  0.4305  0.4629  0.5017  0.5404  0.5986  0.6180  0.6374
  0.6892  1.0815
  0.4266  0.5900  0.6979  0.7427  0.7237  0.6593  0.6139  0.6859  1.0344  1.1375
  1.1533  1.0987  0.7239  0.6849  0.6814  0.6988  0.7529  0.8521  1.1191  1.2153
  1.2514  1.2221  1.1322  0.9988  0.8486  0.7188  0.6403  0.5455  0.6780  1.6487
  1.8600  1.9492  1.9373  1.8356  1.6631  1.4624  1.3077  1.2614  1.2992  1.3856
  1.6070  1.6796  1.6993  1.6752  1.6360  1.6103  1.5948  1.5798  1.5233  1.4249
  1.3537  1.3155  1.2178  1.1773  1.0239  0.8086  0.5657  0.1797  0.0632 -0.0271
 -0.1897 -1.3694
  13  34   1    167      0      0      0   1.261E-19   0.000E+00
 -0.0290 -0.0225 -0.0161 -0.0096  0.0033  0.0098  0.0163  0.0227  0.0292  0.0486
  0.0551  0.0615  0.0680  0.0745  0.0809  0.0939  0.1003  0.1068  0.1133  0.1197
  0.1327  0.1391  0.1456  0.1521  0.1585  0.1650  0.1715  0.1779  0.1909  0.1973
  0.2038  0.2167  0.2232  0.2297  0.2426  0.2555  0.2620  0.2685  0.2749  0.2814
  0.2943  0.3008  0.3073  0.3137  0.3202  0.3266  0.3331  0.3396  0.3460  0.3525
  0.3590  0.3654  0.3719  0.3784  0.3848  0.3913  0.4042  0.4236  0.4301  0.4430
  0.4495  0.4560  0.5012  0.5465  0.6370  0.6823  1.2600
 -0.1561 -0.1433 -0.1439 -0.1602 -0.2144 -0.2347 -0.2341 -0.2141 -0.1637  0.0432
  0.0986  0.1365  0.1534  0.1483  0.1221  0.0547  0.0417  0.0584  0.1021  0.1746
  0.3717  0.4596  0.5123  0.5097  0.4513  0.3501  0.2394  0.1854  0.1067  0.1206
  0.1467  0.2353  0.3020  0.3955  0.5989  0.7539  0.8827  1.0812  1.2975  1.4944
  1.8312  1.9929  2.1278  2.2082  2.2166  2.1480  2.0030  1.7886  1.5174  1.2090
  0.8883  0.5835  0.3221  0.1278  0.0045 -0.0712 -0.1794 -0.2924 -0.3604 -0.5494
 -0.6194 -0.6590 -0.8437 -0.9649 -1.1154 -1.2428 -2.9784
  14  34   1    158      0      0      0   1.133E-18   0.000E+00
 -0.0312 -0.0182 -0.0118  0.0076  0.0594  0.0852  0.0917  0.1499  0.1564  0.1628
  0.1693  0.1758  0.1887  0.1952  0.2016  0.2146  0.2340  0.2404  0.2469  0.2534
  0.2598  0.2728  0.2792  0.2857  0.2921  0.2986  0.3051  0.3115  0.3180  0.3245
  0.3309  0.3374  0.3439  0.3503  0.3568  0.3633  0.3697  0.3762  0.3827  0.3891
  0.3956  0.4021  0.4085  0.4150  0.4215  0.4344  0.4409  0.4473  0.4538  0.4603
  0.4667  0.4732  0.4861  0.4991  0.5120  0.5314  0.7383  1.1939
  0.7816  0.7905  0.7861  0.7318  0.5548  0.4600  0.4515  0.5243  0.5596  0.5451
  0.4813  0.3884  0.2483  0.2282  0.2363  0.2952  0.3379  0.3576  0.3523  0.3010
  0.2034 -0.0355 -0.1248 -0.1791 -0.1857 -0.1764 -0.1257 -0.0004  0.2062  0.4967
  0.8666  1.2799  1.6537  1.9437  2.1348  2.2253  2.2201  2.1304  1.9795  1.8064
  1.6490  1.5067  1.3447  1.1329  0.8635  0.2349 -0.0056 -0.1250 -0.1588 -0.1745
 -0.2102 -0.2702 -0.4032 -0.4986 -0.5705 -0.6502 -1.2759 -2.6451
  15  34   1    170      0      0      0   2.773E-20   0.000E+00
 -0.0317 -0.0252 -0.0188 -0.0123 -0.0058  0.0006  0.0071  0.0136  0.0200  0.0265
  0.0330  0.0394  0.0459  0.0524  0.0588  0.0718  0.0782  0.0847  0.0912  0.0976
  0.1041  0.1106  0.1493  0.1687  0.1752  0.1817  0.1881  0.1946  0.2075  0.2205
  0.2269  0.2334  0.2399  0.2463  0.2528  0.2593  0.2657  0.2722  0.2851  0.2916
  0.2981  0.3045  0.3110  0.3175  0.3304  0.3369  0.3433  0.3498  0.3563  0.3627
  0.3692  0.3757  0.3821  0.3886  0.3951  0.4015  0.4080  0.4209  0.4274  0.4403
  0.4468  0.4533  0.4727  0.4920  0.5373  0.5826  0.6149  0.6408  0.6796  1.1675
 -1.0015 -0.8793 -0.8087 -0.7924 -0.8193 -0.8623 -0.8902 -0.8800 -0.8152 -0.6911
 -0.5342 -0.3871 -0.2850 -0.2261 -0.1937 -0.2273 -0.2364 -0.2075 -0.1545 -0.1149
 -0.0958 -0.1034 -0.3378 -0.4603 -0.4671 -0.4554 -0.3850 -0.2656  0.0364  0.3118
  0.4686  0.6743  0.8908  1.0629  1.1585  1.1668  1.0892  0.9364  0.5190  0.4211
  0.5469  0.7292  0.9258  1.0850  1.3647  1.5164  1.6502  1.7347  1.7545  1.7129
  1.6327  1.5620  1.5510  1.5905  1.6210  1.5996  1.5167  1.2616  1.1546  0.9897
  0.9194  0.8646  0.7406  0.5991  0.3338  0.0913 -0.0617 -0.1706 -0.3069 -1.7742
  16  34   1    159      0      0      0   4.133E-19   0.000E+00
 -0.0323  0.0130  0.0388  0.0841  0.1164  0.1294  0.1423  0.1488  0.1552  0.1617
  0.1682  0.1811  0.1876  0.1940  0.2005  0.2069  0.2134  0.2199  0.2263  0.2328
  0.2393  0.2522  0.2587  0.2651  0.2716  0.2781  0.2845  0.2910  0.2975  0.3039
  0.3104  0.3169  0.3233  0.3298  0.3363  0.3492  0.3557  0.3621  0.3686  0.3751
  0.3815  0.3880  0.3945  0.4009  0.4074  0.4139  0.4203  0.4268  0.4333  0.4397
  0.4462  0.4527  0.4591  0.4656  0.4785  0.4979  0.5044  0.5755  1.1854
  0.4051  0.2792  0.1845 -0.0177 -0.1278  0.1047  0.4178  0.5088  0.5220  0.4600
  0.3337  0.0167 -0.0413 -0.0024  0.1483  0.3463  0.5044  0.5869  0.5856  0.5019
  0.3435 -0.0689 -0.2542 -0.3471 -0.3753 -0.3646 -0.3266 -0.2463 -0.1498 -0.0410
  0.0404  0.0751  0.0779  0.1320  0.3716  1.1471  1.4801  1.7470  1.9505  2.0973
  2.1894  2.2234  2.1927  2.0907  1.9142  1.6635  1.3385  0.9659  0.5724  0.2018
 -0.0777 -0.2497 -0.3459 -0.4030 -0.4993 -0.6897 -0.7323 -1.0050 -2.8389
  17  34   1    163      0      0      0   4.234E-19   0.000E+00
 -0.0333  0.0184  0.0249  0.0378  0.0508  0.0572  0.0960  0.1154  0.1219  0.1413
  0.1542  0.1607  0.1672  0.1736  0.1866  0.1930  0.2060  0.2124  0.2189  0.2254
  0.2318  0.2383  0.2448  0.2577  0.2642  0.2706  0.2771  0.2835  0.2900  0.2965
  0.3029  0.3094  0.3159  0.3288  0.3353  0.3417  0.3547  0.3611  0.3676  0.3741
  0.3870  0.3935  0.3999  0.4064  0.4129  0.4193  0.4258  0.4323  0.4387  0.4517
  0.4581  0.4646  0.4711  0.4905  0.4969  0.5034  0.5099  0.5163  0.5293  0.5422
  0.5616  0.5745  1.2183
  0.4510  0.2563  0.2730  0.3368  0.3330  0.3063  0.0709 -0.0375 -0.0127  0.1231
  0.2495  0.2606  0.2168  0.1240 -0.1278 -0.1510  0.0040  0.1833  0.3334  0.4089
  0.4014  0.3145  0.1597 -0.2322 -0.3896 -0.4775 -0.5230 -0.5486 -0.5612 -0.5417
