
 line no. 1   He I  4471.500    table no. 1  ne = 1.0E+13   nwl= 47

     -3.00  4.09E-02  4.22E-02  4.21E-02  4.07E-02                              
     -2.80  4.87E-02  5.03E-02  5.00E-02  4.82E-02                              
     -2.60  5.81E-02  6.00E-02  5.95E-02  5.69E-02                              
     -2.40  6.92E-02  7.12E-02  7.02E-02  6.66E-02                              
     -2.20  8.09E-02  8.27E-02  8.11E-02  7.63E-02                              
     -2.00  9.09E-02  9.21E-02  8.98E-02  8.41E-02                              
     -1.80  9.52E-02  9.55E-02  9.30E-02  8.74E-02                              
     -1.60  8.98E-02  8.97E-02  8.80E-02  8.49E-02                              
     -1.40  7.71E-02  7.76E-02  7.67E-02  7.91E-02                              
     -1.20  6.69E-02  6.82E-02  6.69E-02  7.41E-02                              
     -1.00  6.71E-02  6.83E-02  6.57E-02  7.32E-02                              
     -0.80  8.25E-02  8.13E-02  7.59E-02  8.10E-02                              
     -0.60  1.18E-01  1.10E-01  1.00E-01  1.01E-01                              
     -0.40  1.83E-01  1.60E-01  1.45E-01  1.37E-01                              
     -0.20  2.86E-01  2.37E-01  2.17E-01  1.96E-01                              
      0.00  3.93E-01  3.30E-01  3.10E-01  2.77E-01                              
      0.20  4.43E-01  4.05E-01  3.96E-01  3.63E-01                              
      0.40  4.23E-01  4.27E-01  4.35E-01  4.20E-01                              
      0.60  3.51E-01  3.82E-01  4.05E-01  4.17E-01                              
      0.80  2.76E-01  3.10E-01  3.33E-01  3.59E-01                              
      1.00  2.13E-01  2.41E-01  2.58E-01  2.83E-01                              
      1.20  1.65E-01  1.84E-01  1.95E-01  2.14E-01                              
      1.40  1.29E-01  1.41E-01  1.47E-01  1.60E-01                              
      1.60  1.02E-01  1.10E-01  1.13E-01  1.20E-01                              
      1.80  8.21E-02  8.63E-02  8.74E-02  9.15E-02                              
      2.00  6.73E-02  6.97E-02  6.96E-02  7.15E-02                              
      2.50  4.26E-02  4.26E-02  4.16E-02  4.11E-02                              
      3.00  2.88E-02  2.80E-02  2.69E-02  2.57E-02                              
      5.00  9.13E-03  8.57E-03  7.95E-03  7.28E-03                              
      6.00  5.95E-03  5.56E-03  5.12E-03  4.63E-03                              
      8.00  2.83E-03  2.61E-03  2.50E-03  2.29E-03                              
