****** Levels
   5  42   0   0   4      0      0   0.000E+00   5.000E-02
   5  43   0   0   4      0      0   0.000E+00   5.000E-02
   5  44  -1   0   1      0      0   1.900E-01   2.000E-01
  F  1  7  0.  0.
   6   7   0   0   4      0      0   0.000E+00   5.000E-02
   6   8   0   0   4      0      0   0.000E+00   5.000E-02
   6   9   0   0   4      0      0   0.000E+00   5.000E-02
   6  10   0   0   4      0      0   0.000E+00   5.000E-02
   6  11   0   0   4      0      0   0.000E+00   5.000E-02
   6  12   0   0   4      0      0   0.000E+00   5.000E-02
   6  13   0   0   4      0      0   0.000E+00   5.000E-02
   6  14   0   0   4      0      0   0.000E+00   5.000E-02
   6  15   0   0   4      0      0   0.000E+00   5.000E-02
   6  16   0   0   4      0      0   0.000E+00   5.000E-02
   6  17   0   0   4      0      0   0.000E+00   5.000E-02
   6  18   0   0   4      0      0   0.000E+00   5.000E-02
   6  19   0   0   4      0      0   0.000E+00   5.000E-02
   6  20   0   0   4      0      0   0.000E+00   5.000E-02
   6  21  -1   0   1      0      0   1.200E-01   2.000E-01
  F  1  7  0.  0.
   6  22   0   0   4      0      0   0.000E+00   5.000E-02
   6  23   0   0   4      0      0   0.000E+00   5.000E-02
   6  24   0   0   4      0      0   0.000E+00   5.000E-02
   6  25   0   0   4      0      0   0.000E+00   5.000E-02
   6  26   0   0   4      0      0   0.000E+00   5.000E-02
   6  27   0   0   4      0      0   0.000E+00   5.000E-02
   6  28   0   0   4      0      0   0.000E+00   5.000E-02
   6  29   0   0   4      0      0   0.000E+00   5.000E-02
   6  30   0   0   4      0      0   0.000E+00   5.000E-02
   6  31   0   0   4      0      0   0.000E+00   5.000E-02
   6  32  -1   0   1      0      0   1.064E-02   2.000E-01
  F  1  7  0.  0.
   6  33  -1   0   1      0      0   2.956E-01   2.000E-01
  F  1  7  0.  0.
   6  34   0   0   4      0      0   0.000E+00   5.000E-02
   6  35   0   0   4      0      0   0.000E+00   5.000E-02
   6  36   0   0   4      0      0   0.000E+00   5.000E-02
   6  37  -1   0   1      0      0   1.253E-01   2.000E-01
  F  1  7  0.  0.
   6  38   0   0   4      0      0   0.000E+00   5.000E-02
   6  39  -1   0   1      0      0   1.058E-01   2.000E-01
  F  1  7  0.  0.
   6  40   0   0   4      0      0   0.000E+00   5.000E-02
