****** Levels
 6.66640235E+15      6.    3  'ArII 2Po 1'  0   0.  0
 3.42138356E+15      2.    3  'ArII 2Se 1'  0   0.  0
 2.70927208E+15     20.    3  'ArII 4De 1'  0   0.  0
 2.64108169E+15     12.    3  'ArII 4Pe 1'  0   0.  0
 2.52620152E+15      6.    3  'ArII 2Pe 1'  0   0.  0
 2.40260417E+15     28.    3  'ArII 4Fe 1'  0   0.  0
 2.32332364E+15      6.    3  'ArII 2Pe 2'  0   0.  -107
 2.25454027E+15     12.    3  'ArII 4Pe 2'  0   0.  -107
 2.22126756E+15     10.    3  'ArII 2De 1'  0   0.  -107
 2.19606120E+15     14.    3  'ArII 2Fe 1'  0   0.  -107
 2.15864613E+15     10.    3  'ArII 2De 2'  0   0.  -107
 2.05824510E+15     18.    3  'ArII 2Ge 1'  0   0.  -107
 2.02631108E+15     12.    4  'ArII 4Po 1'  0   0.  -107
 1.95390276E+15     20.    4  'ArII 4Do 1'  0   0.  -107
 1.91422478E+15     10.    4  'ArII 2Do 1'  0   0.  -107
 1.88226136E+15      6.    4  'ArII 2Po 2'  0   0.  -107
 1.85267266E+15      4.    4  'ArII 4So 1'  0   0.  -107
 1.85145531E+15      2.    4  'ArII 2So 1'  0   0.  -107
 1.78164947E+15     14.    4  'ArII 2Fe 2'  0   0.  -107
 1.66502648E+15      2.    4  'ArII 2Se 2'  0   0.  -107
 1.57008596E+15     14.    4  'ArII 2Fo 1'  0   0.  -107
 1.51193559E+15      6.    4  'ArII 2Po 3'  0   0.  -107
 1.50838298E+15     10.    4  'ArII 2De 3'  0   0.  -107
 1.48314052E+15     10.    4  'ArII 2Do 2'  0   0.  -107
 1.44801185E+15      6.    4  'ArII 2Pe 3'  0   0.  -107
 1.29268745E+15     10.    4  'ArII 2De 4'  0   0.  -107
 1.22369068E+15     12.    4  'ArII 4Pe 3'  0   0.  -107
 1.18364400E+15      6.    4  'ArII 2Pe 4'  0   0.  -107
 1.16983997E+15     20.    4  'ArII 4De 2'  0   0.  -107
 1.16182946E+15      2.    4  'ArII 2Se 3'  0   0.  -107
 1.11564735E+15     28.    4  'ArII 4Fe 2'  0   0.  -107
