****** Levels
 1.14731729E+16      2.    2  'N +2 2Po 1'  0   0.   0  
  0.2486  0.2551  0.2615  0.2680  0.2745  0.2809  0.2874  0.2939  0.3003  0.3068
  0.3133  0.3197  0.3262  0.3327  0.3391  0.3456  0.3520  0.3585  0.3650  0.3779
  0.4038  0.4102  0.4167  0.4232  0.4361  0.4490  0.4555  0.4749  0.4943  0.5008
  0.5072  0.5137  0.5202  0.5266  0.5331  0.5396  0.5460  0.5525  0.5654  0.5784
  0.5913  0.6172  0.6689  0.8952  1.1732  1.3349  1.4642  1.5806  1.7913
 -0.0220  0.1679  0.3013  0.3621  0.3383  0.2276  0.0216 -0.2751 -0.6530 -1.0525
 -1.1405 -0.9360 -0.6237 -0.4078 -0.2990 -0.2941 -0.3872 -0.5527 -0.6426 -0.4299
 -0.0692  0.2451  0.4424  0.5328  0.5121  0.3905  0.1703 -0.1462 -0.5580 -1.0281
 -1.5500 -1.8643 -2.4448 -2.3128 -1.4566 -1.0209 -0.6797 -0.4451 -0.3235 -0.3059
 -0.3784 -0.5198 -0.7031 -0.9089 -1.1386 -1.4089 -1.6387 -1.7802 -1.4685 -1.0691
 -0.7711 -0.5673 -0.4839 -0.5051 -0.6197 -0.7924 -0.9815 -1.1401 -1.2290 -1.1528
 -0.7769 -0.2551  0.2302  0.6273  0.9262  1.1295  1.2448  1.2825  1.2534  1.1685
  1.0785  1.0501  1.0054  0.9302  0.7500  0.5662  0.4900  0.3176  0.1509  0.0932
  0.0775  0.0892  0.1274  0.1990  0.2461  0.2519  0.2331  0.1920  0.0845  0.0260
  0.0077 -0.0745 -0.2256 -0.8373 -1.5336 -1.9678 -2.3455 -2.7166 -3.4881
  17  33   1    165      0      0      0   1.706E-22   0.000E+00
 -0.0630 -0.0565 -0.0500 -0.0436 -0.0371 -0.0306 -0.0242 -0.0048  0.0017  0.0082
  0.0146  0.0211  0.0340  0.0405  0.0470  0.0534  0.0599  0.0664  0.0793  0.0858
  0.0922  0.0987  0.1052  0.1116  0.1181  0.1246  0.1310  0.1375  0.1440  0.1504
  0.1569  0.1634  0.1698  0.1763  0.1827  0.1892  0.1957  0.2021  0.2086  0.2151
  0.2215  0.2280  0.2345  0.2409  0.2474  0.2603  0.2668  0.2733  0.2797  0.3056
  0.3509  0.3703  0.3832  0.4026  0.4479  0.4802  0.6354  0.6742  0.8746  1.0298
  1.1656  1.2949  1.4113  1.5148  1.6100
  0.4004  0.2798  0.1270 -0.0633 -0.2955 -0.5598 -0.8485 -1.7531 -2.0591 -2.3291
 -2.4345 -2.3205 -1.9416 -1.7689 -1.6134 -1.4383 -1.2285 -1.0035 -0.4123 -0.1570
  0.0333  0.1316  0.1386  0.0542 -0.1167 -0.3682 -0.6772 -0.9197 -0.8180 -0.4992
 -0.2253 -0.0555  0.0100 -0.0117 -0.0716 -0.0782  0.0161  0.1467  0.2475  0.2921
  0.2730  0.1961  0.0926  0.0363  0.0882  0.3113  0.3746  0.4118  0.4206  0.3714
  0.2810  0.2766  0.2507  0.1933  0.1309  0.0678 -0.2054 -0.2837 -0.7222 -1.0920
 -1.4460 -1.8161 -2.1818 -2.5358 -2.8938
  18  33   1    112      0      0      0   1.702E-18   0.000E+00
  0.2531  0.3889  0.4600  0.4988  0.6476  0.8674  1.0485  1.1972  1.3330  1.4623
  1.5593  1.6132
  0.4376  0.2520  0.0910  0.0172 -0.2953 -0.8244 -1.2904 -1.7038 -2.1122 -2.5338
 -2.8767 -3.0777
  19  33   1    150      0      0      0   8.760E-19   0.000E+00
 -0.0654 -0.0460 -0.0330 -0.0266 -0.0136 -0.0072 -0.0007  0.0058  0.0252  0.0316
  0.0575  0.1222  0.1286  0.1351  0.1416  0.1480  0.1739  0.1868  0.1933  0.2191
  0.2256  0.2321  0.2385  0.2450  0.2515  0.2579  0.2644  0.2709  0.2773  0.2838
  0.2903  0.2967  0.3032  0.3161  0.3226  0.3355  0.3485  0.3873  0.4131  0.4325
  0.4519  0.4713  0.5618  0.8205  1.1115  1.2731  1.4024  1.5124  1.5964  1.6242
  0.6766  0.6480  0.6555  0.6718  0.7299  0.7391  0.7038  0.6361  0.4881  0.4850
  0.4914  0.4936  0.4744  0.4320  0.3804  0.3421  0.2496  0.2461  0.2522  0.3138
  0.3975  0.5270  0.7419  1.0439  1.3081  1.4922  1.5771  1.5665  1.4631  1.2681
  1.0018  0.7013  0.4477  0.1717  0.0985  0.0332 -0.0357 -0.1623 -0.2056 -0.2521
 -0.2864 -0.3432 -0.5505 -1.2046 -1.9298 -2.3616 -2.7382 -3.0857 -3.3774 -3.4773
  20  33   1    112      0      0      0   2.306E-18   0.000E+00
  0.2666  0.4412  0.5188  0.5447  0.6869  0.9068  1.0684  1.2042  1.3335  1.4564
  1.5663  1.6426
  0.4645  0.1774  0.0380 -0.0250 -0.3034 -0.8137 -1.2212 -1.5943 -1.9819 -2.3832
 -2.7738 -3.0686
  21  33   1    111      0      0      0   3.723E-18   0.000E+00
  0.2756  0.4114  0.4372  0.5471  0.7023  0.9286  1.1291  1.3166  1.4977  1.6011
  1.6613
  0.4488  0.2131  0.1813 -0.0589 -0.4285 -1.0031 -1.5437 -2.0819 -2.6350 -2.9715
 -3.1706
  22  33   1    155      0      0      0   7.900E-19   0.000E+00
 -0.0720  0.0250  0.0314  0.0379  0.0444  0.0702  0.0767  0.0832  0.0896  0.0961
  0.1155  0.1414  0.1478  0.1543  0.1608  0.1672  0.1737  0.1866  0.1995  0.2060
  0.2189  0.2254  0.2319  0.2383  0.2448  0.2513  0.2577  0.2642  0.2707  0.2771
  0.2836  0.2901  0.2965  0.3030  0.3095  0.3159  0.3224  0.3289  0.3353  0.3418
  0.3483  0.3547  0.3612  0.3741  0.3806  0.4129  0.4388  0.4517  0.4776  0.6780
  0.8720  1.3182  1.4992  1.6091  1.6624
  0.8288  0.4961  0.5116  0.5165  0.4791  0.0847  0.0106  0.0116  0.0886  0.1856
  0.3631  0.4568  0.4736  0.4701  0.4145  0.3239  0.2441  0.1623  0.2122  0.2250
  0.2095  0.2108  0.2411  0.2626  0.2454  0.1858  0.1090  0.0857  0.2215  0.5215
  0.8730  1.1907  1.4329  1.5868  1.6462  1.6144  1.4951  1.2948  1.0438  0.7579
  0.5207  0.2925  0.1552  0.0199 -0.0285 -0.1636 -0.2361 -0.2636 -0.3609 -0.9185
 -1.5178 -2.8495 -3.4198 -3.7896 -3.9759
  23  33   1    154      0      0      0   5.916E-19   0.000E+00
 -0.0750 -0.0620 -0.0491  0.0414  0.1255  0.1708  0.2160  0.2483  0.2548  0.2613
  0.2677  0.2742  0.2807  0.2871  0.2936  0.3001  0.3065  0.3130  0.3195  0.3259
  0.3324  0.3389  0.3453  0.3518  0.3583  0.3647  0.3777  0.3841  0.3906  0.3971
  0.4100  0.4229  0.4294  0.4488  0.4747  0.4811  0.5329  0.5587  0.5716  0.5846
  0.6234  0.7139  0.7786  0.8562  0.9531  1.1924  1.2829  1.3605  1.4252  1.4898
  1.5480  1.5997  1.6709  1.6780
  0.5886  0.5668  0.5238  0.1675 -0.2021 -0.4422 -0.7483 -1.1120 -1.1889 -1.2249
 -0.8976 -0.4615  0.0550  0.5100  0.8816  1.1630  1.3551  1.4602  1.4854  1.4434
  1.3560  1.2484  1.1313  0.9894  0.7960  0.5389 -0.1289 -0.4176 -0.6488 -0.7373
 -0.8350 -0.9429 -0.9895 -1.0782 -1.1593 -1.1882 -1.2442 -1.5243 -1.6313 -1.6964
 -1.8454 -2.2992 -2.6233 -2.9775 -3.3840 -4.3345 -4.7206 -5.0823 -5.4132 -5.7762
 -6.1362 -6.4857 -7.0318 -7.0886
  24  33   1    171      0      0      0   8.712E-20   0.000E+00
 -0.0767 -0.0703 -0.0638 -0.0573 -0.0509 -0.0379 -0.0185 -0.0121  0.0073  0.0138
  0.0203  0.0267  0.0332  0.0397  0.0461  0.0526  0.0591  0.0655  0.0720  0.0785
  0.0914  0.0979  0.1043  0.1108  0.1173  0.1302  0.1367  0.1431  0.1496  0.1561
  0.1625  0.1690  0.1754  0.1819  0.1884  0.1948  0.2013  0.2078  0.2142  0.2207
  0.2336  0.2401  0.2466  0.2530  0.2595  0.2660  0.2724  0.2789  0.2854  0.2918
  0.2983  0.3112  0.3177  0.3242  0.3306  0.3371  0.3436  0.3500  0.3565  0.3824
  0.4018  0.4341  0.4600  0.5117  0.7186  0.9190  1.1260  1.3264  1.5204  1.6432
  1.6872
  0.4839  0.3823  0.2587  0.1154 -0.0372 -0.2966 -0.4561 -0.4192 -0.0429  0.2876
  0.5811  0.7787  0.8717  0.8628  0.7571  0.5665  0.3383  0.1534  0.0989  0.1645
  0.3117  0.3392  0.3463  0.3435  0.3144  0.2009  0.2816  0.4582  0.6738  0.8643
  0.9259  0.8887  0.7658  0.5974  0.4607  0.4398  0.5303  0.6372  0.7228  0.7439
  0.6905  0.6886  0.7046  0.6995  0.6471  0.5468  0.4298  0.3608  0.3928  0.4946
  0.6211  0.9080  1.0203  1.0733  1.0569  0.9744  0.8465  0.7085  0.6257  0.3925
  0.3029  0.2259  0.1431  0.0409 -0.4141 -0.9027 -1.4394 -1.9930 -2.5618 -2.9433
 -3.0827
  25  33   1    174      0      0      0   1.408E-21   0.000E+00
 -0.0873 -0.0808 -0.0744 -0.0679 -0.0614 -0.0420 -0.0356 -0.0226 -0.0097 -0.0032
  0.0032  0.0162  0.0226  0.0291  0.0356  0.0420  0.0485  0.0679  0.0743  0.0808
  0.0873  0.0937  0.1002  0.1067  0.1131  0.1196  0.1261  0.1325  0.1390  0.1455
  0.1519  0.1584  0.1649  0.1713  0.1778  0.1843  0.1907  0.1972  0.2101  0.2166
  0.2231  0.2295  0.2360  0.2425  0.2489  0.2554  0.2619  0.2683  0.2748  0.2813
  0.2877  0.2942  0.3071  0.3136  0.3330  0.3459  0.3524  0.3589  0.3783  0.3976
  0.4041  0.4494  0.4688  0.4946  0.5270  0.5916  0.6822  0.7791  1.0572  1.2382
  1.3999  1.5486  1.6650  1.7374
  0.6084  0.5099  0.3872  0.2369  0.0587 -0.5168 -0.6934 -1.0184 -1.3385 -1.5098
 -1.6910 -2.1017 -2.2574 -2.2338 -2.0460 -1.8491 -1.7046 -1.4071 -1.2613 -1.0757
 -0.8741 -0.6002 -0.2930  0.0329  0.3322  0.5588  0.7041  0.7585  0.7254  0.6066
  0.4074  0.1502 -0.1520 -0.4452 -0.7241 -0.9249 -1.0094 -0.9622 -0.7072 -0.6477
 -0.6635 -0.7005 -0.5420 -0.1944  0.2669  0.6613  0.9534  1.1414  1.2307  1.2288
  1.1471  0.9999  0.6189  0.4795  0.6074  0.7799  0.8174  0.8076  0.6651  0.6953
  0.6878  0.3306  0.2946  0.2049  0.1432 -0.0054 -0.1957 -0.4143 -1.0815 -1.5470
 -1.9942 -2.4384 -2.8129 -3.0598
  26  33   1    107      0      0      0   4.955E-21   0.000E+00
   0.306   0.335   0.359   0.498   0.633   1.157   1.769
  -1.606   0.225  -0.479  -1.183  -1.620  -3.380  -5.648
  27  33   1    109      0      0      0   1.046E-19   0.000E+00
  -0.002   0.109   0.136   0.363   0.421   0.465   0.536   0.812   1.862
  -0.451  -0.887  -0.831  -1.366  -0.099  -0.916  -1.282  -2.042  -4.803
  28  33   1    108      0      0      0   1.752E-19   0.000E+00
   0.002   0.141   0.301   0.455   0.738   0.845   1.123   2.030
  -0.239  -0.704  -0.986  -1.380  -1.437  -1.732  -2.141  -4.676
  29  33   1    110      0      0      0   1.990E-19   0.000E+00
  -0.004   0.157   0.258   0.466   0.573   0.760   0.797   0.829   0.888   2.153
  -0.169  -0.578  -0.761  -1.239  -1.535  -1.887  -0.732  -1.676  -2.056  -5.155
  30  33   1    108      0      0      0   2.232E-19   0.000E+00
  -0.004   0.231   0.322   0.781   0.888   0.931   0.968   2.265
  -0.120  -0.683  -0.824  -1.880  -2.004  -0.454  -2.144  -5.173
  31  33   1    113      0      0      0   2.043E-19   0.000E+00
   0.002   0.141   0.407   0.792   0.851   0.957   1.005   1.053   1.085   1.123
   1.470   2.036   2.441
  -0.169  -0.338  -1.085  -1.930  -1.578  -1.592  -0.887  -2.000  -0.282  -2.169
  -2.817  -4.268  -5.099
  32  33   1    106      0      0      0   4.628E-20   0.000E+00
   0.927   1.083   1.221   1.336   1.554   2.533
  -1.504  -1.620  -1.958  -2.116  -2.423  -4.303
*** Line transitions
   1   2   0   0   4      0      0   0.000E+00   0.6
   1   3   0   0   4      0      0   0.000E+00   1.2
   1   4  -1   1   1      0      0   1.228E-01   7.000E-01
  T  3   19 120.  0.
  5.1E+8  0.  0.  0.       0.
   1   5  -1   1   1      0      0   8.333E-02   7.000E-01
  T  3   19 120.  0.
  2.7E+9  0.  0.  0.       0.
   1   6  -1   1   1      0      0   4.067E-01   7.000E-01
