****** Levels
 1.1418197E+16       2.    3  'S IV 2Po 1'  0   0.  0
  0.1500  0.1565  0.1629  0.1694  0.1759  0.1823  0.1888  0.1953  0.2017  0.2147
  0.2211  0.2276  0.2341  0.2470  0.2535  0.2599  0.2729  0.2793  0.2858  0.3052
  0.3181  0.3246  0.3310  0.3375  0.3569  0.3634  0.3698  0.3828  0.3957  0.4151
  0.5315  0.6156  0.6479  1.2355
  0.5233  0.4855  0.4600  0.4534  0.5289  0.6829  0.8821  1.0429  1.1253  1.1256
  1.0748  1.0596  1.1503  1.2806  1.3593  1.3505  1.2483  1.0574  0.5354  0.4285
  0.5181  0.6387  0.6926  0.6572  0.5371  0.3738  0.2738  0.3428  0.4884  0.6015
  0.6545  0.6587  0.6438  0.6467  0.6858  0.7368  0.7748  0.7678  0.7204  0.5797
  0.5259  0.4959  0.4801  0.4703  0.4551  0.4268  0.3486  0.3160  0.2967  0.2808
  0.2937  0.3045  0.3042  0.2843  0.1591  0.1327  0.1219  0.1195  0.0934  0.0443
 -0.1695 -0.3061 -0.3911 -2.1562
  18  39   1    142      0      0      0   1.230E-17   0.000E+00
 -0.0633 -0.0439 -0.0375 -0.0245 -0.0181 -0.0116 -0.0051  0.0013  0.0078  0.0143
  0.0207  0.0272  0.0337  0.0401  0.0466  0.0531  0.0660  0.0725  0.0789  0.0854
  0.0919  0.0983  0.1048  0.1177  0.1242  0.1436  0.1500  0.1565  0.1694  0.1888
  0.2018  0.2147  0.2341  0.2664  0.3052  0.3440  0.3764  0.4410  0.5057  0.6221
  0.6673  1.2166
  0.3292  0.3429  0.5561  1.1743  1.4554  1.6495  1.7605  1.7962  1.7638  1.6687
  1.5156  1.3169  1.1030  0.9002  0.7550  0.7068  0.6606  0.6621  0.7150  0.7577
  0.7661  0.7353  0.6700  0.5194  0.4560  0.3331  0.2983  0.2725  0.2466  0.2175
  0.1712  0.1149  0.0661  0.0170 -0.1189 -0.2377 -0.3224 -0.5174 -0.6902 -0.9847
 -1.1110 -2.7615
  19  39   1    155      0      0      0   6.684E-18   0.000E+00
 -0.0647 -0.0582 -0.0453 -0.0388 -0.0324 -0.0194 -0.0130 -0.0065 -0.0000  0.0064
  0.0129  0.0194  0.0258  0.0323  0.0582  0.0711  0.0776  0.0840  0.0905  0.0970
  0.1034  0.1228  0.1293  0.1358  0.1487  0.1552  0.1616  0.1681  0.1746  0.1810
  0.1875  0.1940  0.2069  0.2134  0.2198  0.2328  0.2651  0.2845  0.2909  0.3103
